Type;AssetCodeISIN;DeclarationDate;ExDate;CashAmount;Period;PaymentDate;Notes;Hash
RENDIMENTO;BRCXTLCTF003;2021-10-29;2021-10-29;0.77681623971;10/2021;2021-11-12;;17724347692653728698
RENDIMENTO;BRCXTLCTF003;2021-09-30;2021-09-30;0.82557904360;09/2021;2021-10-15;;13766965900117361655
RENDIMENTO;BRCXTLCTF003;2021-08-31;2021-08-31;0.77870701718;08/2021;2021-09-15;;8199271105435722476
RENDIMENTO;BRCXTLCTF003;2021-07-30;2021-07-30;0.81253502994;07/2021;2021-08-13;;2611085039598373028
RENDIMENTO;BRCXTLCTF003;2021-06-30;2021-06-30;0.84943728193;06/2021;2021-07-15;;15120523872265041526
AMORTIZACAO RF;BRCXTLCTF003;2021-03-31;2021-03-31;94.82806873519;03/2021;2021-04-15;;416305016203215704
RENDIMENTO;BRCTXTR01M17;2022-01-21;2022-01-21;0.37000000000;janeiro/2022;2022-01-28;;7636441129852426075
RENDIMENTO;BRCTXTR02M16;2022-01-21;2022-01-21;0.34000000000;janeiro/2022;2022-01-28;;17468443862786932293
RENDIMENTO;BRCTXTCTF014;2021-07-08;2021-07-08;0.01000000000;junho/2021;2021-07-16;;12896092813187307636
RENDIMENTO;BRCTXTCTF014;2021-06-30;2021-06-30;0.09000000000;junho/2021;2021-07-08;;17386186999361325414
RENDIMENTO;BRFLMACTF009;2022-06-06;2022-06-06;0.80000000000;MAIO/2022/2022;2022-06-14;;16886319500121709091
RENDIMENTO;BRFLMACTF009;2022-05-05;2022-05-05;0.83000000000;ABRIL/2022/2022;2022-05-13;;17021074466286906790
RENDIMENTO;BRFLMACTF009;2022-04-06;2022-04-06;0.72000000000;MARÇO/2022/2022;2022-04-14;;7786698872701729235
RENDIMENTO;BRFLMACTF009;2022-03-07;2022-03-07;0.67000000000;FEVEREIRO/2022/2022;2022-03-15;;15017419902308108766
RENDIMENTO;BRFLMACTF009;2022-02-04;2022-02-04;0.73000000000;JANEIRO/2022/2022;2022-02-14;;16666946157444969117
RENDIMENTO;BRFLMACTF009;2022-01-06;2022-01-06;0.80000000000;dezembro/2021/2021;2022-01-14;;14343419814305069714
RENDIMENTO;BRFLMACTF009;2021-12-06;2021-12-06;0.47000000000;novembro/2021/2021;2021-12-14;;9972041106968271117
RENDIMENTO;BRFLMACTF009;2021-11-05;2021-11-05;0.60000000000;outubro/2021/2021;2021-11-16;;7552259528579546466
RENDIMENTO;BRFLMACTF009;2021-10-05;2021-10-05;0.58000000000;SETEMBRO/2021/2021;2021-10-15;;12808792027597052917
RENDIMENTO;BRFLMACTF009;2021-09-06;2021-09-06;0.60000000000;AGOSTO/2021/2021;2021-09-15;;1140445133350284927
RENDIMENTO;BRFLMACTF009;2021-08-05;2021-08-05;0.48000000000;JULHO/2021/2021;2021-08-13;;5581103239384129805
RENDIMENTO;BRFLMACTF009;2021-07-06;2021-07-06;0.50000000000;JUNHO/2021/2021;2021-07-14;;13477647442123753069
RENDIMENTO;BREDFOCTF004;2022-05-31;2022-05-31;1.48939996000;MAIO/2022;2022-06-10;;3447412355283757933
RENDIMENTO;BREDFOCTF004;2022-04-29;2022-04-29;1.54033114000;ABRIL/2022;2022-05-10;;5714994361297601596
RENDIMENTO;BREDFOCTF004;2022-03-31;2022-03-31;1.52007097000;MARÇO/2022;2022-04-08;;3309214898169115377
RENDIMENTO;BREDFOCTF004;2022-02-25;2022-02-25;1.46007034000;FEVEREIRO/2022;2022-03-10;;7079900941252876164
RENDIMENTO;BREDFOCTF004;2022-01-31;2022-01-31;1.40366140000;JANEIRO/2022;2022-02-10;;15986251009293071227
RENDIMENTO;BREDFOCTF004;2021-12-30;2021-12-30;1.52023894000;DEZEMBRO/2021;2022-01-10;;4568926738940148508
RENDIMENTO;BREDFOCTF004;2021-11-30;2021-11-30;1.71594402000;NOVEMBRO/2021;2021-12-10;;9589585705174422177
RENDIMENTO;BREDFOCTF004;2021-10-29;2021-10-29;1.31619279000;OUTUBRO/2021;2021-11-10;;13257857030888919481
RENDIMENTO;BREDFOCTF004;2021-09-30;2021-09-30;1.35859203000;SETEMBRO/2021;2021-10-08;;9072997350891863917
RENDIMENTO;BREDFOCTF004;2021-08-31;2021-08-31;1.31728555000;AGOSTO/2021;2021-09-10;;11779984491965478434
RENDIMENTO;BREDFOCTF004;2021-07-30;2021-07-30;1.33128296000;JULHO/2021;2021-08-10;;730843639538647067
RENDIMENTO;BREDFOCTF004;2021-06-30;2021-06-30;1.35402012000;JUNHO/2021;2021-07-08;;16090716499390170057
RENDIMENTO;BREUROCTF011;2022-05-31;2022-05-31;1.70000000000;Maio/2022;2022-06-14;;7260192809457610649
RENDIMENTO;BREUROCTF011;2022-04-29;2022-04-29;1.83000000000;Abril/2022;2022-05-13;;12873753176748884929
RENDIMENTO;BREUROCTF011;2022-03-31;2022-03-31;1.78000000000;Março/2022;2022-04-14;;6953831898271194149
RENDIMENTO;BREUROCTF011;2022-02-25;2022-02-25;1.78000000000;Fevereiro/2022;2022-03-15;;7624763491658076161
RENDIMENTO;BREUROCTF011;2022-01-31;2022-01-31;1.72000000000;Janeiro/2022;2022-02-14;;422529544619902475
RENDIMENTO;BREUROCTF011;2021-12-30;2021-12-30;1.72000000000;Dezembro/2021;2022-01-14;;16927167309750075424
RENDIMENTO;BREUROCTF011;2021-11-30;2021-11-30;1.60000000000;Novembro/2021;2021-12-14;;17456867571975962476
RENDIMENTO;BREUROCTF011;2021-10-29;2021-10-29;1.50000000000;Outubro/2021;2021-11-16;;6381562336681929185
RENDIMENTO;BREUROCTF011;2021-09-30;2021-09-30;1.55000000000;Setembro/2021;2021-10-15;;12466323885562131913
RENDIMENTO;BREUROCTF011;2021-08-31;2021-08-31;1.50000000000;Agosto/2021;2021-09-15;;2050936986928039045
RENDIMENTO;BREUROCTF011;2021-07-30;2021-07-30;1.45000000000;Julho/2021;2021-08-13;;921151455055950635
RENDIMENTO;BREUROCTF011;2021-06-30;2021-06-30;1.40000000000;Junho/2021;2021-07-15;;5882781807125186629
RENDIMENTO;BRGESECTF001;2022-05-31;2022-05-31;13.27357788461;05-2022/2022;2022-06-14;;9799590418932450057
RENDIMENTO;BRGESECTF001;2022-04-29;2022-04-29;14.00054403846;04-2022/2022;2022-05-13;;1469573909332012316
RENDIMENTO;BRGESECTF001;2022-03-31;2022-03-31;13.58694230769;03-2022/2022;2022-04-14;;4470394893576285729
RENDIMENTO;BRGESECTF001;2022-02-25;2022-02-25;18.66045928000;FEVEREIRO/2022;2022-03-15;;13168478710921196187
RENDIMENTO;BRGESECTF001;2022-01-31;2022-01-31;12.07396005000;JANEIRO/2022;2022-02-14;;14697826098218914198
RENDIMENTO;BRGESECTF001;2021-12-30;2021-12-30;7.51380160000;DEZEMBRO/2021;2022-01-14;;15024146962570285710
RENDIMENTO;BRGESECTF001;2021-11-30;2021-11-30;8.17601806000;NOVEMBRO/2021;2021-12-14;;844406569831638559
RENDIMENTO;BRGESECTF001;2021-10-29;2021-10-29;8.28455592000;OUTUBRO/2021;2021-11-16;;4754287706643021332
RENDIMENTO;BRGESECTF001;2021-09-30;2021-09-30;11.77227319000;SETEMBRO/2021;2021-10-15;;13513491496978277151
RENDIMENTO;BRGESECTF001;2021-08-31;2021-08-31;13.11108218000;AGOSTO/2021;2021-09-15;;15089350159018101121
RENDIMENTO;BRGESECTF001;2021-07-30;2021-07-30;8.64290504000;JULHO/2021;2021-08-13;;16508081425998309462
RENDIMENTO;BRGESECTF001;2021-06-30;2021-06-30;12.59616796000;JUNHO/2021;2021-07-14;;5030877927729417600
RENDIMENTO;BRABCPCTF000;2022-05-31;2022-05-31;0.59000000000;Maio/2022;2022-06-07;;10693572771004283962
RENDIMENTO;BRABCPCTF000;2022-04-29;2022-04-29;0.65000000000;Abril/2022;2022-05-06;;13728442231281717322
RENDIMENTO;BRABCPCTF000;2022-03-31;2022-03-31;0.50000000000;Março/2022;2022-04-07;;12869350172115324601
RENDIMENTO;BRABCPCTF000;2022-02-25;2022-02-25;0.45000000000;Fevereiro/2022;2022-03-08;;2875739181989040430
RENDIMENTO;BRABCPCTF000;2022-01-31;2022-01-31;0.77000000000;JANEIRO/2022;2022-02-07;;5650628913239390186
RENDIMENTO;BRABCPCTF000;2021-12-30;2021-12-30;0.58000000000;dezembro/2021;2022-01-10;;2034291624254905658
RENDIMENTO;BRABCPCTF000;2021-11-30;2021-11-30;0.56000000000;Novembro/2021;2021-12-08;;1040247717498164038
RENDIMENTO;BRABCPCTF000;2021-10-29;2021-10-29;0.46000000000;Outubro/2021;2021-11-09;;14785274835580007689
RENDIMENTO;BRABCPCTF000;2021-09-30;2021-09-30;0.42000000000;Setembro/2021;2021-10-08;;8837687994572883271
RENDIMENTO;BRABCPCTF000;2021-08-31;2021-08-31;0.42000000000;Agosto/2021;2021-09-09;;3385207386012577233
RENDIMENTO;BRABCPCTF000;2021-07-30;2021-07-30;0.53000000000;Julho/2021;2021-08-09;;17433282381547293061
RENDIMENTO;BRABCPCTF000;2021-06-30;2021-06-30;0.51000000000;Junho/2021;2021-07-08;;9650621283825007730
RENDIMENTO;BRGTWRCTF003;2022-05-31;2022-05-31;0.74000000000;Maio/2022;2022-06-14;;7173335420182676794
RENDIMENTO;BRGTWRCTF003;2022-04-29;2022-04-29;0.74000000000;ABRIL/2022;2022-05-13;;2929876173032592165
RENDIMENTO;BRGTWRCTF003;2022-03-31;2022-03-31;0.74000000000;Março/2022;2022-04-14;;8171086148632258087
RENDIMENTO;BRGTWRCTF003;2022-02-25;2022-02-25;0.74000000000;Fevereiro/2022;2022-03-15;;12597179625213947259
RENDIMENTO;BRGTWRCTF003;2022-01-31;2022-01-31;0.74000000000;janeiro/2022;2022-02-14;;7639803514467305981
RENDIMENTO;BRGTWRCTF003;2021-12-30;2021-12-30;0.74000000000;Dezembro/2021;2022-01-14;;1240662645628872849
RENDIMENTO;BRGTWRCTF003;2021-11-30;2021-11-30;0.67000000000;Novembro/2021;2021-12-14;;6179021346274135053
RENDIMENTO;BRGTWRCTF003;2021-10-29;2021-10-29;0.67000000000;outubro/2021;2021-11-16;;18242970504445393917
RENDIMENTO;BRGTWRCTF003;2021-09-30;2021-09-30;0.67000000000;setembro/2021;2021-10-15;;1443864589550588919
RENDIMENTO;BRGTWRCTF003;2021-08-31;2021-08-31;0.67000000000;agosto/2021;2021-09-15;;14351578758659624603
RENDIMENTO;BRGTWRCTF003;2021-07-30;2021-07-30;0.67000000000;julho/2021;2021-08-13;;10857312683881117014
RENDIMENTO;BRGTWRCTF003;2021-06-30;2021-06-30;0.67000000000;junho/2021;2021-07-15;;11940138907916336307
RENDIMENTO;BRHBTTCTF001;2020-09-30;2020-09-30;16.58000000000;09-2020/2020;2020-10-15;;8366314500648183933
AMORTIZACAO RF;BRHBTTCTF001;2020-09-30;2020-09-30;15.22000000000;09-2020/2020;2020-10-15;;3776554266077775084
RENDIMENTO;BRHUCGCTF004;2022-05-31;2022-05-31;0.74000000000;Maio/2022;2022-06-14;;4946735601834314154
RENDIMENTO;BRHUSCCTF009;2022-05-31;2022-05-31;0.96000000000;maio/2022;2022-06-15;;16831387257345365057
RENDIMENTO;BRHUSCCTF009;2022-04-29;2022-04-29;0.88000000000;Abril/2022;2022-05-13;;7556500221981883180
RENDIMENTO;BRHUSCCTF009;2022-03-31;2022-03-31;0.55000000000;março/2022;2022-04-14;;4109963887507118707
RENDIMENTO;BRHUSCCTF009;2022-02-25;2022-02-25;0.47000000000;fevereiro/2022;2022-03-15;;2789496784789500420
RENDIMENTO;BRHUSCCTF009;2022-01-31;2022-01-31;0.40000000000;janeiro/2022;2022-02-15;;8163363677858668048
RENDIMENTO;BRHUSCCTF009;2021-12-30;2021-12-30;0.60000000000;dezembro/2021;2022-01-14;;2354547504181612133
RENDIMENTO;BRHUSCCTF009;2021-11-30;2021-11-30;0.60000000000;novembro/2021;2021-12-15;;11630361576785555903
RENDIMENTO;BRHUSCCTF009;2021-10-29;2021-10-29;0.78000000000;outubro/2021;2021-11-12;;2976203604604352082
RENDIMENTO;BRHUSCCTF009;2021-09-30;2021-09-30;0.78000000000;setembro/2021;2021-10-15;;9252020967417647769
RENDIMENTO;BRHUSCCTF009;2021-08-31;2021-08-31;0.80000000000;agosto/2021;2021-09-15;;16081380483487237174
RENDIMENTO;BRHUSCCTF009;2021-07-30;2021-07-30;0.80000000000;julho/2021;2021-08-13;;7448624393330112167
RENDIMENTO;BRHUSCCTF009;2021-06-30;2021-06-30;0.73000000000;junho/2021;2021-07-15;;6534634131286877097
RENDIMENTO;BRFIIBCTF001;2022-05-31;2022-05-31;3.30000000000;Abril/2022;2022-06-10;;4163216218722866310
RENDIMENTO;BRFIIBCTF001;2022-04-29;2022-04-29;3.30000000000;Março/2022;2022-05-10;;18204456619799129946
RENDIMENTO;BRFIIBCTF001;2022-03-31;2022-03-31;3.25000000000;Fevereiro/2022;2022-04-11;;18388492451133281735
RENDIMENTO;BRFIIBCTF001;2022-02-25;2022-02-25;3.20000000000;Janeiro/2022;2022-03-10;;1029092508010361051
RENDIMENTO;BRFIIBCTF001;2022-01-31;2022-01-31;3.20000000000;Dezembro/2021;2022-02-10;;5500864272292338573
RENDIMENTO;BRFIIBCTF001;2021-12-30;2021-12-30;3.70000000000;Novembro/2021;2022-01-10;;16856844623270968018
RENDIMENTO;BRFIIBCTF001;2021-11-30;2021-11-30;3.36000000000;Outubro/2021;2021-12-10;;4409421277135242902
RENDIMENTO;BRFIIBCTF001;2021-10-29;2021-10-29;3.30000000000;Setembro/2021;2021-11-10;;7365308897183098952
RENDIMENTO;BRFIIBCTF001;2021-09-30;2021-09-30;3.30000000000;AGOSTO/2021;2021-10-11;;15264689577415905933
RENDIMENTO;BRFIIBCTF001;2021-08-31;2021-08-31;3.25000000000;julho/2021;2021-09-10;;18310405096607323218
RENDIMENTO;BRFIIBCTF001;2021-07-30;2021-07-30;3.25000000000;junho/2021;2021-08-10;;7636370013354633313
RENDIMENTO;BRFIIBCTF001;2021-06-30;2021-06-30;3.72000000000;Maio/2021;2021-07-12;;3142544399724954477
AMORTIZACAO RF;BRFINFCTF002;2022-06-15;2022-06-15;11.36995419000;JUNHO/2022;2022-06-23;;11193776219327947783
AMORTIZACAO RF;BRFINFCTF002;2022-06-07;2022-06-07;0.49749256000;JUNHO/2022;2022-06-14;;3002837714919593866
RENDIMENTO;BRFINFCTF002;2022-05-31;2022-05-31;0.17352200000;MAIO/2022;2022-06-14;;5123011763880004455
AMORTIZACAO RF;BRFINFCTF002;2022-05-10;2022-05-10;0.39872566000;maio/2022;2022-05-17;;6667974673665384480
RENDIMENTO;BRFINFCTF002;2022-04-29;2022-04-29;0.27201700000;ABRIL/2022;2022-05-13;;16990081664504824171
AMORTIZACAO RF;BRFINFCTF002;2022-04-07;2022-04-07;0.40848041000;ABRIL/2022;2022-04-14;;18025660109729405871
RENDIMENTO;BRFINFCTF002;2022-03-31;2022-03-31;0.26467700000;MARÇO/2022;2022-04-14;;14599107134345976089
AMORTIZACAO RF;BRFINFCTF002;2022-03-08;2022-03-08;0.42677058000;MARÇO/2022;2022-03-15;;14708723636318462524
RENDIMENTO;BRFINFCTF002;2022-02-25;2022-02-25;0.24596600000;FEVEREIRO/2022;2022-03-15;;7734721108267934713
AMORTIZACAO RF;BRFINFCTF002;2022-02-07;2022-02-07;0.63649784000;FEVEREIRO/2022;2022-02-14;;13180584594622045653
RENDIMENTO;BRFINFCTF002;2022-01-31;2022-01-31;0.03420000000;JANEIRO/2022;2022-02-14;;3028791713585152146
AMORTIZACAO RF;BRFINFCTF002;2022-01-13;2022-01-13;0.30483613000;JANEIRO/2022;2022-01-20;;6918906576927316100
RENDIMENTO;BRFINFCTF002;2021-12-30;2021-12-30;0.24194900000;DEZEMBRO/2021;2022-01-14;;17298024750113169303
AMORTIZACAO RF;BRFINFCTF002;2021-12-07;2021-12-07;0.48773781000;DEZEMBRO/2021;2021-12-14;;4040190734656072324
RENDIMENTO;BRFINFCTF002;2021-11-30;2021-11-30;0.14632100000;NOVEMBRO/2021;2021-12-14;;6831305096866789034
AMORTIZACAO RF;BRFINFCTF002;2021-11-11;2021-11-11;0.48773781000;NOVEMBRO/2021;2021-11-19;;2625218804630103878
RENDIMENTO;BRFINFCTF002;2021-10-29;2021-10-29;0.18290200000;OUTUBRO/2021;2021-11-16;;10573638039253098981
AMORTIZACAO RF;BRFINFCTF002;2021-10-08;2021-10-08;0.42677058000;OUTUBRO/2021;2021-10-19;;8019139909449675725
AMORTIZACAO RF;BRFINFCTF002;2021-09-08;2021-09-08;0.48773781000;SETEMBRO/2021;2021-09-15;;15680128368344864576
RENDIMENTO;BRFINFCTF002;2021-08-31;2021-08-31;0.21239000000;AGOSTO/2021;2021-09-15;;9396076119634603201
AMORTIZACAO RF;BRFINFCTF002;2021-08-09;2021-08-09;0.48773781000;agosto/2021;2021-08-13;;5257015865552599305
RENDIMENTO;BRFINFCTF002;2021-07-30;2021-07-30;0.20850000000;JULHO/2021;2021-08-13;;12559312273563748632
AMORTIZACAO RF;BRFINFCTF002;2021-07-07;2021-07-07;0.73160671000;julho/2021;2021-07-15;;13110629356906741668
RENDIMENTO;BRFINFCTF002;2021-06-30;2021-06-30;0.37860000000;JUNHO/2021;2021-07-15;;12110959201743833572
RENDIMENTO;BRFMOFCTF010;2021-06-30;2021-06-30;0.03000000000;Junho/2021;2021-07-15;;11510832645989207195
RENDIMENTO;BRMBRFCTF004;2022-06-07;2022-06-07;10.00000000000;Junho/2022/2022;2022-06-15;;427123265511739748
RENDIMENTO;BRMBRFCTF004;2022-05-06;2022-05-06;10.00000000000;Maio/2022/2022;2022-05-13;;9428438618015496326
RENDIMENTO;BRMBRFCTF004;2022-04-06;2022-04-06;9.50000000000;Abril/2022/2022;2022-04-14;;17682414592683319460
RENDIMENTO;BRMBRFCTF004;2022-03-07;2022-03-07;9.50000000000;Março/2022/2022;2022-03-15;;11595751512169555469
RENDIMENTO;BRMBRFCTF004;2022-02-07;2022-02-07;9.50000000000;Fevereiro/2022/2022;2022-02-15;;17436567932609314928
RENDIMENTO;BRMBRFCTF004;2022-01-06;2022-01-06;9.50000000000;Janeiro/2022/2022;2022-01-14;;388674945459840237
RENDIMENTO;BRMBRFCTF004;2021-12-07;2021-12-07;10.50000000000;Dezembro/2021/2021;2021-12-15;;7866337076741008719
RENDIMENTO;BRMBRFCTF004;2021-11-04;2021-11-04;7.50000000000;Novembro/2021/2021;2021-11-12;;8707033677569256233
RENDIMENTO;BRMBRFCTF004;2021-10-06;2021-10-06;7.50000000000;Outubro/2021/2021;2021-10-15;;1231264996796406433
RENDIMENTO;BRMBRFCTF004;2021-09-06;2021-09-06;7.50000000000;Setembro/2021/2021;2021-09-15;;16486207316960737309
RENDIMENTO;BRMBRFCTF004;2021-08-05;2021-08-05;7.50000000000;Agosto/2021/2021;2021-08-13;;14451165772781788178
RENDIMENTO;BRMBRFCTF004;2021-07-06;2021-07-06;7.20000000000;julho/2021/2021;2021-07-15;;11262889012812505236
AMORTIZACAO RF;BRMBRFCTF004;2018-01-16;2018-01-16;137.86000000000;dezembro/2017/2017;2018-01-24;;10163669838430711517
RENDIMENTO;BRMGFFCTF008;2022-06-07;2022-06-07;0.60000000000;Maio/2022;2022-06-17;;3424758475680706980
RENDIMENTO;BRMGFFCTF008;2022-05-06;2022-05-06;0.65000000000;Abril/2022;2022-05-17;;11988992555969922668
RENDIMENTO;BRMGFFCTF008;2022-04-07;2022-04-07;0.55000000000;Março/2022;2022-04-19;;11901886571396302079
RENDIMENTO;BRMGFFCTF008;2022-03-08;2022-03-08;0.55000000000;Fevereiro/2022;2022-03-17;;15821228637467549319
RENDIMENTO;BRMGFFCTF008;2022-02-03;2022-02-03;0.55000000000;Janeiro/2022;2022-02-14;;9088787204816911792
RENDIMENTO;BRMGFFCTF008;2022-01-07;2022-01-07;0.55825354900;Dezembro/2021;2022-01-18;;17211975806848433942
RENDIMENTO;BRMGFFCTF008;2021-12-07;2021-12-07;0.50000000000;Novembro/2021;2021-12-16;;3713749166857777743
RENDIMENTO;BRMGFFCTF008;2021-11-08;2021-11-08;0.50000000000;Outubro/2021;2021-11-18;;4778527753641073993
RENDIMENTO;BRMGFFCTF008;2021-10-07;2021-10-07;0.50000000000;Setembro/2021;2021-10-19;;5346527218255013694
RENDIMENTO;BRMGFFCTF008;2021-09-08;2021-09-08;0.50000000000;Agosto/2021;2021-09-17;;11653790614355256017
RENDIMENTO;BRMGFFCTF008;2021-08-04;2021-08-04;0.55000000000;Julho/2021;2021-08-13;;7649950845002427884
RENDIMENTO;BRMGFFCTF008;2021-07-07;2021-07-07;0.55000000000;Junho/2021;2021-07-19;;17307377148561814831
RENDIMENTO;BRNPARCTF003;2021-06-30;2021-06-30;1.19669500000;junho/2021;2021-07-15;;9255737284681921433
AMORTIZACAO RF;BRNPARCTF003;2021-06-10;2021-06-10;93.65339460000;JUNHO/2021;2021-06-17;;14972784064320497367
RENDIMENTO;BROULGCTF001;2022-05-13;2022-05-13;0.17000001270;Abril/2022;2022-05-20;;9711915147815305001
RENDIMENTO;BROULGCTF001;2022-04-14;2022-04-14;0.17000004090;Março/2022;2022-04-25;;2574942692663459486
RENDIMENTO;BROULGCTF001;2022-03-15;2022-03-15;0.17000001270;Fevereiro/2022;2022-03-22;;6605707555620042094
RENDIMENTO;BROULGCTF001;2022-02-14;2022-02-14;0.17000003290;Janeiro/2022;2022-02-21;;17284559480440561989
RENDIMENTO;BROULGCTF001;2022-01-14;2022-01-14;0.50000044530;Dezembro/2021;2022-01-21;;2736889968315995728
RENDIMENTO;BROULGCTF001;2021-12-14;2021-12-14;0.50000010680;Novembro/2021;2021-12-21;;15414491002478714349
RENDIMENTO;BROULGCTF001;2021-11-12;2021-11-12;0.50000009070;Outubro/2021;2021-11-22;;12758615915316538453
RENDIMENTO;BROULGCTF001;2021-10-15;2021-10-15;0.50000005440;Setembro/2021;2021-10-22;;2379179668633379884
RENDIMENTO;BROULGCTF001;2021-09-15;2021-09-15;0.50000295610;Agosto/2021;2021-09-22;;3963663412689372954
RENDIMENTO;BROULGCTF001;2021-08-13;2021-08-13;0.50000014710;Julho/2021;2021-08-20;;8683170698720211160
RENDIMENTO;BROULGCTF001;2021-07-14;2021-07-14;0.50000044530;Junho/2021;2021-07-21;;14103529307696987888
RENDIMENTO;BRPABYCTF012;2013-01-02;2013-01-02;0.13252879000;2012;2013-01-14;;6405195683790429710
DIVIDENDO;BRPABYCTF012;2003-06-26;2003-06-26;1.05419684000;2003;2003-07-14;;17127796999731144983
RENDIMENTO;BRFPNGCTF005;2022-06-06;2022-06-06;0.59000000000;MAIO/2022/2022;2022-06-14;;9269065529815520120
RENDIMENTO;BRFPNGCTF005;2022-05-05;2022-05-05;0.58000000000;ABRIL/2022/2022;2022-05-13;;12851265038693956547
RENDIMENTO;BRFPNGCTF005;2022-04-06;2022-04-06;0.65000000000;MARÇO/2022/2022;2022-04-14;;7147510508588192820
RENDIMENTO;BRFPNGCTF005;2022-03-07;2022-03-07;0.57000000000;FEVEREIRO/2022/2022;2022-03-15;;16686525389169470658
RENDIMENTO;BRFPNGCTF005;2022-02-04;2022-02-04;0.43000000000;JANEIRO/2022/2022;2022-02-14;;2730893772438344972
RENDIMENTO;BRFPNGCTF005;2022-01-06;2022-01-06;0.62000000000;DEZEMBRO/2021/2021;2022-01-14;;11462881488791030971
RENDIMENTO;BRFPNGCTF005;2021-12-06;2021-12-06;0.62000000000;NOVEMBRO/2021/2021;2021-12-14;;2807378695079230708
RENDIMENTO;BRFPNGCTF005;2021-11-05;2021-11-05;0.62000000000;OUTUBRO/2021/2021;2021-11-16;;4533718753475968445
RENDIMENTO;BRFPNGCTF005;2021-10-05;2021-10-05;0.62000000000;SETEMBRO/2021/2021;2021-10-15;;17572672302977531171
RENDIMENTO;BRFPNGCTF005;2021-09-06;2021-09-06;0.66000000000;AGOSTO/2021/2021;2021-09-15;;3390560585898395745
RENDIMENTO;BRFPNGCTF005;2021-08-05;2021-08-05;0.54000000000;JULHO/2021/2021;2021-08-13;;16115866046998497036
RENDIMENTO;BRFPNGCTF005;2021-07-06;2021-07-06;0.53000000000;JUNHO/2021/2021;2021-07-14;;8123787424042624269
RENDIMENTO;BRVPSICTF007;2022-05-31;2022-05-31;0.16800000000;Maio/2022;2022-06-07;;18316218291792507630
RENDIMENTO;BRVPSICTF007;2022-05-04;2022-05-04;0.13145392000;Abril/2022;2022-05-11;;7672176863994043609
RENDIMENTO;BRVPSICTF007;2022-04-05;2022-04-05;0.12503550000;Março/2022;2022-04-12;;3367572788851815807
RENDIMENTO;BRVPSICTF007;2022-03-03;2022-03-03;0.12319470000;FEVEREIRO/2022;2022-03-11;;4779542754586875753
RENDIMENTO;BRVPSICTF007;2022-02-02;2022-02-02;0.18888900000;janeiro/2022;2022-02-10;;5871502803871323276
RENDIMENTO;BRVPSICTF007;2022-01-04;2022-01-04;0.15068030000;DEZEMBRO/2021;2022-01-12;;13723670599634985659
RENDIMENTO;BRVPSICTF007;2021-12-02;2021-12-02;0.12946300000;novembro/2021;2021-12-10;;15355588815815388076
RENDIMENTO;BRVPSICTF007;2021-11-03;2021-11-03;0.11425120000;outubro/2021;2021-11-11;;14716339407379048086
RENDIMENTO;BRVPSICTF007;2021-10-04;2021-10-04;0.11235690000;setembro/2021;2021-10-13;;3428426358884077678
RENDIMENTO;BRVPSICTF007;2021-09-02;2021-09-02;0.11204230000;agosto/2021;2021-09-13;;3229828784991188174
RENDIMENTO;BRVPSICTF007;2021-08-03;2021-08-03;0.10664050000;julho/2021;2021-08-11;;4270862858995161208
RENDIMENTO;BRVPSICTF007;2021-07-02;2021-07-02;0.10835720000;junho/2021;2021-07-13;;10245265161987465163
RENDIMENTO;BRFPABCTF011;2022-05-31;2022-05-31;1.63000000000;Maio/2022;2022-06-14;;12721395774036711508
RENDIMENTO;BRFPABCTF011;2022-04-29;2022-04-29;1.58000000000;Abril/2022;2022-05-13;;6431468724487719229
RENDIMENTO;BRFPABCTF011;2022-03-31;2022-03-31;1.53000000000;Março/2022;2022-04-14;;9745051333236759861
RENDIMENTO;BRFPABCTF011;2022-02-25;2022-02-25;1.45000000000;Fevereiro/2022;2022-03-15;;5110383172369259300
RENDIMENTO;BRFPABCTF011;2022-01-31;2022-01-31;1.45000000000;Janeiro/2022;2022-02-14;;17579104918062605965
RENDIMENTO;BRFPABCTF011;2021-12-30;2021-12-30;1.45000000000;Dezembro/2021;2022-01-14;;10272813299534970322
RENDIMENTO;BRFPABCTF011;2021-11-30;2021-11-30;1.30000000000;Novembro/2021;2021-12-14;;6096388950320047633
RENDIMENTO;BRFPABCTF011;2021-10-29;2021-10-29;1.20000000000;Outubro/2021;2021-11-16;;13782918422234677789
RENDIMENTO;BRFPABCTF011;2021-09-30;2021-09-30;1.20000000000;Setembro/2021;2021-10-15;;12748752674767977686
RENDIMENTO;BRFPABCTF011;2021-08-31;2021-08-31;1.20000000000;Agosto/2021;2021-09-15;;609260929783813193
RENDIMENTO;BRFPABCTF011;2021-07-30;2021-07-30;1.20000000000;Julho/2021;2021-08-13;;17469012091385968682
RENDIMENTO;BRFPABCTF011;2021-06-30;2021-06-30;1.60000000000;Junho/2021;2021-07-15;;18335409663459156602
RENDIMENTO;BRRBRYCTF004;2022-06-09;2022-06-09;1.25000000000;Maio/2022;2022-06-17;;17288075349853596999
RENDIMENTO;BRRBRYCTF004;2022-05-10;2022-05-10;1.25000000000;Abril/2022;2022-05-17;;1716508376944826701
